1000 100000
335 403 579736
129 242 48427
124 344 123247
520 852 882064
91 983 497861
65 419 56786
732 751 373411
588 746 955552
272 538 896318
664 752 884144
779 787 227156
96 650 638561
251 468 365255
546 650 779573
442 876 15502
350 532 913939
220 431 156459
183 772 295045
22 630 813222
93 810 930614
382 817 904367
179 603 692479
193 725 180052
143 209 942959
236 676 206441
489 680 164302
485 830 141888
38 612 430414
359 833 422969
649 672 150768
246 828 992788
251 698 922316
134 569 896880
690 721 216935
244 530 582105
181 748 344255
294 539 383641
144 875 856031
112 122 677306
293 908 444422
573 895 164466
181 211 706080
651 891 756726
721 922 826781
627 928 214518
188 541 974242
300 775 192723
235 627 690701
197 958 499823
200 205 538636
29 190 506244
390 749 696609
98 317 927350
738 870 807894
473 580 30449
519 673 11553
784 900 958344
214 525 69401
275 450 888147
285 504 627064
368 896 849535
631 841 455336
161 905 811620
81 116 998857
601 812 957683
361 877 821437
526 644 706681
391 497 116633
234 310 962686
489 909 37505
811 922 842241
59 269 779399
430 771 494194
276 924 244322
2 801 891017
185 604 385003
227 979 204164
285 677 391765
403 447 895849
598 778 745832
412 827 299618
88 331 422570
100 576 377854
728 810 436627
705 955 760305
141 245 168212
448 777 32904
576 871 137542
391 642 814525
204 478 511173
325 524 416148
471 573 831077
500 725 719395
323 981 425316
155 595 6403
155 695 890136
538 545 250914
8 713 404656
108 825 501944
392 430 551691
157 898 418184
24 339 872682
331 841 552085
382 575 181427
275 611 936416
163 592 334703
486 539 990958
492 778 771233
157 887 548613
22 44 581031
501 564 730061
297 563 373064
154 419 938987
344 442 429832
351 686 255859
349 548 777096
58 990 655902
65 910 482678
364 908 425549
55 753 488658
22 556 779933
217 686 684688
862 919 114281
690 807 61302
723 945 369339
360 477 570837
736 794 860427
66 449 778828
4 787 239405
773 865 996293
276 681 587107
53 965 877311
488 775 656264
261 847 636034
118 577 598634
396 1000 725644
960 966 27820
439 963 282772
105 564 532344
180 809 383479
59 310 481394
331 686 25025
509 911 31850
359 596 153426
176 885 148910
77 923 848583
590 881 985311
505 1000 125053
8 431 172780
278 989 892959
465 982 71820
369 948 782882
79 718 724881
372 788 648493
319 609 143381
391 395 266135
9 931 229322
271 958 394222
217 528 770581
85 229 839065
396 516 411005
36 929 44902
19 355 612729
33 279 191228
30 832 87032
220 598 773269
360 610 442437
58 67 864350
449 454 81615
15 154 202759
736 903 81829
160 743 222272
444 541 497390
139 637 601206
187 657 308788
135 473 395749
416 428 530833
84 145 104270
311 527 424914
37 237 604082
190 527 51131
737 980 43331
239 725 767266
566 866 425188
362 716 381151
881 924 290025
257 727 734573
109 346 756192
137 783 625326
257 663 232434
731 929 990367
89 611 578272
42 747 94205
113 200 29676
51 450 877603
151 269 613425
51 369 23596
180 186 355531
349 578 722873
541 759 125700
133 229 752794
71 527 641769
402 763 766258
212 497 950745
438 620 998145
887 978 625598
558 801 153836
369 949 623408
264 415 821586
214 366 696018
275 927 178179
41 276 64803
428 675 219483
126 640 121917
323 846 123073
326 555 645357
495 869 782155
299 652 786868
200 978 517537
625 750 687415
97 564 734839
119 669 347664
313 391 810028
138 481 18344
831 966 235196
547 677 639265
186 889 145295
10 600 356174
305 423 291849
175 809 338369
672 839 118702
199 809 218715
320 381 851981
775 866 167737
409 960 300943
106 710 841520
315 467 495867
27 237 993684
135 324 276897
290 933 140170
348 694 164016
172 522 798081
89 707 282252
173 209 377009
445 858 387635
790 923 944903
190 966 301710
446 811 816367
421 675 237061
78 475 908332
26 678 332234
10 901 78603
583 780 475992
232 742 56518
258 491 125641
336 678 29772
165 638 200385
350 594 660162
464 583 670445
258 916 113191
445 818 783476
57 463 908285
343 470 610850
44 692 983996
627 809 479546
4 489 965689
57 423 297919
252 968 989734
51 308 401582
556 867 454591
359 619 431690
726 985 301030
756 919 727221
572 813 268240
132 744 43957
483 914 603485
1 689 297081
464 656 705422
701 866 955173
382 902 987212
302 512 134191
67 785 376206
346 421 906447
458 543 648468
267 683 152610
163 648 548442
137 755 664460
22 790 756579
575 873 930089
344 696 770297
27 503 430431
173 984 837388
217 481 373447
819 914 971334
253 662 625614
315 711 185270
204 581 93565
83 870 399825
756 917 584308
209 833 554789
418 895 755131
87 152 838421
673 912 896068
51 894 963747
515 950 811648
40 414 471347
7 403 348362
696 762 319669
672 924 484847
109 215 704733
392 563 998511
868 996 350897
499 628 108003
297 455 912010
171 904 422113
290 329 224223
68 825 863762
645 726 157972
353 778 89767
1 773 800569
28 852 389705
159 340 184679
366 741 435038
581 741 41220
862 1000 372514
353 430 469297
892 949 302494
640 910 991431
187 278 757876
50 119 977831
118 286 659203
121 195 852236
564 643 580651
24 340 956571
684 922 77987
9 75 891221
269 436 371965
891 912 831701
141 914 994832
187 449 233250
102 760 858656
272 647 60577
767 877 714180
115 128 921344
655 913 880208
77 155 163054
87 973 282420
607 847 281715
375 420 300332
245 648 929284
98 739 234396
463 707 965701
83 387 235884
330 773 288930
152 530 204372
469 774 187148
625 813 160879
58 303 85753
158 181 44010
596 627 789995
580 884 502160
525 575 481530
616 970 485206
208 366 994952
864 931 911153
251 364 485704
51 908 267251
673 947 116311
76 860 621001
468 761 919475
267 940 943005
773 967 993772
564 688 269872
37 332 952256
112 639 604529
109 974 465773
579 928 724905
86 824 185933
238 512 173203
278 663 124577
700 858 636413
727 884 969611
356 624 766364
466 653 442367
317 493 261027
278 573 964148
200 738 86543
545 555 820166
400 441 514364
22 957 250079
449 528 453919
560 610 512808
574 759 685763
543 548 57248
17 571 874703
579 967 401647
576 760 167336
230 914 554570
38 198 589034
301 815 586380
343 690 770772
779 955 430890
480 912 439381
144 314 400199
49 71 493757
562 734 640763
718 890 539361
440 960 201760
534 968 822552
525 819 108673
669 779 846025
748 989 649373
219 599 322765
554 766 954719
7 789 856584
231 335 70611
388 1000 421415
83 264 133525
819 955 185492
620 900 314008
381 457 602922
79 350 63151
285 780 2816
164 714 688752
194 599 326431
264 578 993443
236 941 178340
40 616 527163
749 988 591960
448 545 784814
507 878 938552
247 791 702592
433 576 148296
737 776 634615
298 324 896105
68 689 659470
291 817 190030
29 738 976823
199 655 488389
870 901 286268
754 825 203167
471 918 276721
58 486 747685
345 760 302474
497 857 998423
259 464 169514
167 583 26914
702 913 230829
537 807 976576
646 782 971829
279 455 866520
80 707 311455
52 314 537356
226 427 551441
24 783 29420
417 571 98661
377 445 713732
152 652 366461
141 583 425684
359 626 863080
135 386 195671
209 378 997511
139 786 349847
156 402 707822
100 941 303788
37 476 692296
75 805 963179
46 861 37808
102 259 981708
255 257 884969
550 697 279445
349 932 735818
301 349 667645
707 757 613549
140 318 62342
20 908 355812
82 178 53168
746 983 652988
226 926 648095
606 726 508854
152 442 795932
82 586 406129
193 741 2649
58 203 924057
27 462 758452
90 864 616589
489 722 970732
203 343 662024
386 978 302392
438 754 939034
574 910 733220
319 414 329557
539 834 132533
571 601 437730
376 776 513128
390 704 353516
165 505 434307
259 625 83779
129 227 619376
304 355 640837
311 520 501549
221 750 277303
103 268 10258
303 638 294114
674 791 907598
261 274 853934
168 738 186535
349 946 165335
55 802 543969
132 521 2602
20 212 680824
41 213 455280
56 653 846528
568 818 614682
239 663 220164
521 940 540743
362 395 298033
106 252 215627
690 870 781815
42 528 606329
478 610 181868
345 950 98293
590 703 906072
365 552 899305
478 563 75515
287 480 274148
22 392 626385
408 558 405792
766 801 751814
85 596 773888
410 781 848718
33 486 230533
75 713 758637
666 792 845747
51 234 213058
714 743 826277
728 796 442462
113 948 818959
693 872 607702
405 434 88499
787 881 152834
24 434 481466
292 491 429356
724 951 225915
30 789 905809
57 629 120776
28 561 150027
438 700 935645
133 223 904174
144 290 690848
328 930 95457
35 161 191903
463 747 500032
251 508 586087
251 590 543369
516 578 752270
427 956 851181
582 709 608093
79 684 15846
516 854 568918
264 682 638283
286 639 785354
25 381 51264
647 896 620670
203 351 115362
319 354 472466
583 749 474357
37 378 61220
78 227 749045
731 945 373249
268 318 439984
390 525 918809
19 236 957979
446 509 513832
124 627 494415
163 504 899638
250 782 228456
96 910 56633
64 420 481261
266 595 166740
629 829 495617
105 143 813533
277 504 314209
356 853 92248
517 674 699729
839 918 453440
513 912 500634
518 968 56193
880 985 901468
111 297 453133
357 818 374122
238 774 477049
397 629 693941
49 137 229860
801 885 351833
93 263 34259
181 801 76889
51 294 816575
27 513 333325
743 993 111588
191 999 330467
772 972 849448
18 679 855183
527 967 760482
577 971 412319
143 157 248663
342 545 676359
27 665 311867
724 874 186306
140 262 860657
178 219 810570
477 586 925621
114 540 253983
24 281 672
507 860 381081
320 486 759265
697 811 422142
73 660 899587
822 842 884488
413 598 83805
194 203 251709
358 700 979029
62 570 121788
265 932 292
331 507 268831
120 755 619730
166 294 992231
285 385 528527
779 894 763970
251 395 567445
178 934 88831
705 938 366850
312 572 465928
355 948 775674
308 440 906200
38 729 508277
123 962 174958
443 904 611348
249 499 302564
439 712 127918
283 536 868783
401 942 915615
187 855 662304
394 875 815749
163 987 43615
492 736 941493
363 454 529770
358 597 679148
262 373 443273
546 896 7000
908 947 588673
837 882 715404
12 351 196426
714 855 548082
76 557 342601
174 912 306758
286 877 826713
523 721 643685
484 524 703574
56 791 49437
699 919 829903
394 840 165747
568 679 456545
33 702 808803
499 533 331235
174 952 123225
13 601 422613
197 969 876162
466 680 846218
845 899 208661
288 427 134781
957 983 858737
36 631 548750
873 972 465324
351 472 353084
740 816 308702
151 935 669848
42 906 887309
519 567 385503
24 744 85638
142 165 550623
203 844 964810
485 766 631397
34 575 810909
625 741 131334
74 806 333260
229 315 893181
589 722 560177
479 791 707321
437 577 370969
135 318 641696
243 372 833732
113 480 997224
268 944 210524
134 185 689789
452 721 740134
143 312 653695
84 427 789221
212 861 398703
397 747 785115
267 509 141045
111 205 154835
334 563 914975
404 761 176986
231 997 37952
139 606 819412
239 757 481027
756 841 904656
157 755 625690
160 354 323711
751 946 100456
536 905 818394
54 634 338264
335 948 417100
186 651 617139
437 941 773863
491 946 728924
47 653 583414
6 158 445630
548 720 215688
17 583 169972
202 756 970742
338 733 285022
604 917 214699
277 302 467219
452 767 783906
247 498 360635
771 973 775246
56 776 826401
482 603 958859
253 864 422908
112 806 771948
104 119 481740
117 381 331337
812 816 538959
443 831 938923
632 778 353684
122 346 521332
850 890 962340
720 844 386021
256 548 852496
575 913 103571
115 350 498874
113 588 72263
47 314 130796
375 930 660520
385 685 859302
110 628 469237
200 222 127442
253 969 785897
623 708 196993
597 695 876481
122 546 42643
359 489 198908
63 219 413585
928 985 637174
614 934 983007
26 588 86688
869 916 719052
286 817 526943
664 737 873091
445 570 642474
24 104 814562
102 977 403247
518 715 570017
263 895 610820
166 601 137778
370 871 794686
326 885 635111
722 843 670078
206 933 837744
19 549 24245
315 546 739978
614 640 402176
22 276 885434
690 964 329877
530 896 124120
65 223 141451
118 792 42557
129 275 528613
162 263 66640
347 983 714732
376 604 367688
351 793 645887
160 966 846660
213 770 848539
601 694 980730
308 356 696609
462 654 250954
179 316 739030
108 753 109728
620 984 355265
394 546 376946
329 529 858533
272 281 496584
222 315 954606
395 529 950450
346 584 974876
406 710 406195
139 904 436015
212 532 23865
34 129 985339
159 993 117498
296 520 753729
277 546 712031
348 682 472054
256 632 192355
319 577 460226
335 642 294629
84 845 574341
159 509 651320
441 454 508042
28 718 78032
352 727 559286
193 313 645158
322 879 403378
306 405 527043
204 612 73069
331 715 62444
120 771 68679
488 871 318770
578 591 826264
160 461 704870
206 768 245557
465 527 364592
201 805 848393
656 704 815204
294 420 66889
511 913 633832
615 717 377666
32 79 732963
103 964 735478
661 788 888915
329 876 253987
479 975 743796
647 999 195880
223 597 920550
401 911 500589
59 911 846751
103 222 885169
588 655 907635
5 256 344792
667 685 975224
131 497 875644
524 910 494462
61 112 315499
154 887 487730
618 889 829714
51 622 28050
306 627 366509
756 764 298571
549 833 940008
362 692 255661
10 127 729039
711 885 792700
282 501 988318
131 159 999714
88 533 687957
132 584 86353
106 670 657325
633 654 438542
698 821 911526
295 686 130907
143 883 458499
586 626 267993
158 877 839863
609 759 666373
628 771 295700
172 189 240250
424 583 741886
45 567 497350
89 538 697944
149 961 101923
334 373 474263
442 801 184676
536 782 709668
499 896 468994
797 974 845866
126 270 930614
807 860 618819
4 192 971244
200 891 716317
325 459 325391
195 786 710961
155 535 534063
440 448 398770
74 159 343836
268 342 376369
618 752 78817
461 721 556660
712 812 552727
936 974 423878
61 757 37306
183 397 272485
783 905 224487
911 991 39432
564 804 890123
640 831 797516
5 570 53264
41 221 605220
329 805 312693
575 863 991776
553 760 936178
14 405 410125
129 977 862270
646 692 890272
204 938 510195
159 463 151030
50 839 712706
268 624 941014
383 715 490855
576 633 624552
173 746 752608
18 238 851856
49 146 279493
189 994 876619
130 536 465915
460 685 357137
474 962 822693
633 984 555395
424 682 576743
215 391 232741
376 762 724730
198 952 369713
265 708 109466
6 40 804727
741 828 764124
83 750 213807
438 515 503740
52 677 132283
259 403 793544
578 876 965490
373 692 621509
177 637 792850
676 844 836220
362 758 62780
406 732 679846
599 757 866735
159 834 133396
5 477 648733
129 582 865042
3 321 946112
13 120 375828
11 115 575000
148 550 75907
781 905 809103
100 232 831104
243 323 264775
440 753 474261
230 637 469170
73 379 965388
153 394 958159
154 652 520688
295 934 865
746 995 263796
266 606 682395
206 752 30081
34 44 528767
227 681 8334
142 823 800151
113 823 668455
125 879 44130
13 222 383343
154 297 47861
160 225 63789
801 971 549359
161 963 701734
785 986 855289
477 909 193750
382 826 499810
332 742 678610
591 884 494322
514 980 588898
600 729 62526
169 553 760089
726 983 882656
146 308 129320
213 829 137135
426 963 829043
337 434 531209
461 892 540140
583 828 494729
614 725 857981
18 872 653573
86 314 781341
26 41 502814
284 870 642688
50 743 626639
682 929 170325
24 441 384158
507 770 281301
284 944 661019
7 140 507143
533 714 591847
386 985 87293
195 626 137797
221 391 477803
34 656 285112
147 881 639079
663 936 741088
423 806 648517
450 627 684516
65 974 909387
28 296 700959
425 783 755500
386 997 807598
4 599 690346
533 776 206486
18 521 591641
418 810 731028
219 835 412802
482 560 838152
381 867 567411
637 911 266883
381 944 993291
812 958 793733
378 468 892273
341 620 150016
187 371 443444
180 359 213261
438 963 509083
138 781 762027
43 151 631445
187 953 72843
750 998 444403
880 922 206169
280 805 352395
76 247 420085
340 422 218686
370 911 65321
228 908 640638
215 330 699457
257 477 608026
94 462 42877
45 461 17972
521 676 519497
265 894 995813
385 722 874287
550 713 384911
715 892 837584
15 192 499186
652 983 390411
87 268 979128
535 865 278988
769 968 950936
147 590 398137
131 213 14723
310 580 322983
514 955 27574
871 975 362182
145 982 264964
175 291 96198
571 657 653780
237 717 676762
249 656 583037
641 896 647520
417 950 938398
475 930 368249
41 197 636466
749 751 200089
37 141 148108
192 811 400712
134 532 576672
157 264 78947
282 335 467160
319 491 840363
257 927 744822
326 823 629624
209 258 1907
303 441 523432
556 960 636427
315 975 2792
769 987 708969
117 446 540383
162 326 287963
775 933 757006
350 665 284625
571 922 445680
571 683 162192
356 688 1098
128 517 297619
390 491 480121
33 868 674766
234 782 241630
474 770 27137
172 540 469026
213 874 422246
556 820 85309
94 375 854311
495 664 508565
57 850 5860
321 496 431087
277 815 168303
675 801 894835
167 917 270028
435 870 631555
319 673 478500
569 660 763560
107 368 147960
171 274 317833
109 782 734973
257 720 935814
633 713 753394
517 906 549646
367 711 138013
314 786 802592
153 968 561447
694 789 480668
321 485 629770
104 651 446392
93 896 867128
608 958 833740
490 644 614026
183 710 605148
798 856 253211
194 902 428955
506 638 540697
149 157 250324
67 757 646945
466 706 639604
213 398 883548
123 430 512959
801 847 587497
312 990 157631
25 505 64642
282 479 697499
532 906 988039
90 744 33580
525 807 689606
411 837 237443
451 480 751421
692 708 433040
500 870 730279
141 499 581115
4 48 623071
523 972 946443
229 935 496509
214 837 906212
316 434 231633
724 960 782842
451 575 941305
181 943 550395
74 820 457865
473 642 153909
928 944 237826
970 976 568889
38 183 694328
199 480 35497
565 922 157688
496 971 605322
271 497 388043
148 769 888515
52 984 246493
463 842 384063
703 958 940195
231 953 62111
484 931 931518
610 754 365539
201 620 725389
199 348 531028
143 190 553586
6 383 471960
98 677 474730
121 581 386014
441 887 951173
234 449 633707
87 820 884142
305 668 122426
153 253 805412
77 402 149790
203 722 320011
27 641 462876
893 934 323592
529 785 502316
158 348 858731
325 633 377739
556 907 498503
236 326 972832
2 366 605202
152 247 803355
387 731 188390
23 64 892264
715 988 770165
330 405 724419
547 932 198072
609 918 673598
414 948 417681
77 768 433147
736 809 388560
80 740 706934
533 762 844384
213 301 5683
373 978 618862
600 801 268059
150 224 814606
611 868 25640
33 104 496408
34 465 270984
195 918 703242
578 690 161866
348 622 562196
146 560 303341
671 986 842878
137 403 88614
118 414 857498
281 310 50875
183 666 87119
583 703 530717
418 930 199980
324 915 742978
470 807 572489
68 959 622166
377 430 84882
13 906 623063
318 759 615866
260 909 830909
595 820 123376
423 971 468610
249 302 699802
298 664 202877
278 699 573695
12 466 485050
484 623 917955
198 781 465410
286 633 356320
154 635 923795
46 668 700097
498 711 88472
45 226 528041
303 480 403342
77 749 816014
666 802 748157
281 413 408183
541 614 105961
530 720 720369
551 676 79528
511 722 214123
28 650 443432
246 309 668352
94 813 884552
440 950 742134
505 571 785349
511 871 528134
8 414 5719
387 605 522671
74 801 483193
181 213 123228
109 637 28620
310 471 674660
259 698 670325
516 769 975541
668 892 312188
612 656 315510
220 833 735740
122 795 102317
440 875 797464
290 955 275086
209 501 230808
250 284 960495
90 229 752351
147 242 399062
93 254 517500
550 694 473538
889 992 244969
275 668 165415
102 799 358967
280 947 382882
333 467 167116
22 311 417258
476 758 813522
104 201 261957
290 570 467852
266 530 487087
549 565 105921
578 650 195547
228 281 185782
205 521 75388
4 32 40948
278 459 356273
667 733 166926
133 215 421673
297 711 729755
142 851 178804
261 349 270098
40 890 731610
160 623 638266
647 655 870862
226 624 329253
143 398 821265
217 809 900702
130 350 338568
376 426 832721
412 944 13237
460 929 473463
19 689 591118
48 256 924010
62 144 237114
684 908 394546
296 447 312689
12 718 287385
746 805 339069
455 558 181235
201 943 818197
16 496 658359
879 941 244490
291 444 237296
833 909 139330
211 746 459083
207 984 181992
411 574 279948
414 820 646738
794 969 795324
341 670 55525
493 755 114757
738 900 888806
51 415 162000
329 775 889645
141 901 932203
756 906 508908
571 641 947931
599 833 497882
493 677 963195
597 908 345276
34 319 499713
86 159 523057
31 684 103767
343 797 635304
126 282 843930
403 618 630187
86 258 129183
167 968 584066
534 552 792248
286 542 625961
77 856 675021
306 507 635693
146 970 156013
485 641 273079
663 802 893932
676 857 207851
745 813 575947
640 821 39259
266 841 685056
365 821 618989
270 392 719209
367 445 716710
257 481 567112
778 963 419360
155 510 764343
568 804 719341
421 776 91675
518 700 956575
176 843 464177
195 894 342599
517 993 519189
524 646 465164
40 461 782026
264 887 759103
15 856 146716
384 519 54208
368 658 523116
521 941 995045
202 320 895218
4 940 539353
396 683 322456
55 505 518289
160 671 519559
611 850 802670
409 610 570565
558 686 8070
284 649 673768
378 750 534218
432 569 400522
184 721 742077
342 856 315015
352 750 772939
233 276 378650
261 525 725302
323 990 625706
274 837 823512
569 867 412773
587 927 67772
28 776 24627
114 741 844538
149 327 248435
109 495 978882
19 584 118849
485 683 162353
625 865 747205
605 606 796196
416 912 446333
93 326 796779
94 982 158188
508 534 190110
154 495 377166
687 878 821146
181 523 961324
560 805 447876
894 991 496427
254 418 645830
575 888 155451
324 435 762518
421 423 530713
563 927 992591
83 498 947703
608 795 486045
375 963 752893
647 740 494570
164 792 468915
653 800 700255
69 453 335549
737 974 688778
65 649 189476
184 253 670887
34 699 558842
396 928 300465
130 837 682092
278 754 324213
118 266 420632
160 796 242735
282 661 281711
223 370 535109
104 403 70213
7 346 103279
337 402 187620
273 984 623252
167 393 280824
629 907 941213
67 245 32423
539 953 315700
441 705 262781
420 445 7549
295 400 834120
532 780 235363
127 430 245988
810 958 482727
375 416 124087
131 280 409373
466 992 620697
540 884 223948
557 624 549254
312 683 245770
228 279 594408
431 525 937687
207 240 950782
595 874 846521
762 969 845984
642 892 386349
515 835 511349
338 407 962680
718 894 397857
30 381 273725
713 858 60295
249 542 737451
254 484 964571
318 433 574344
326 908 563027
342 546 994601
29 205 17215
837 899 309610
86 343 139987
255 379 585337
842 855 236876
353 863 720978
409 841 488743
452 516 492452
720 934 223211
592 908 612104
407 444 155937
378 608 413066
652 812 624598
289 998 210693
216 880 302708
346 906 111602
513 597 902724
9 890 268610
197 542 857813
809 817 104677
385 668 612013
26 623 656219
185 386 668535
512 862 793247
293 601 389006
769 847 934088
44 548 204759
215 958 573395
403 751 82591
343 914 988172
300 792 788189
322 776 374558
167 522 852794
598 722 69306
135 367 94684
100 665 927129
564 647 630552
591 845 148070
17 155 707303
152 628 492975
468 620 474466
490 567 78666
62 552 866650
202 985 808831
682 805 96716
662 914 553856
454 604 960333
252 309 387228
324 756 420168
288 468 508814
857 988 144034
98 676 660403
142 656 917907
499 654 862915
444 952 120011
68 454 508321
179 990 100303
10 466 863341
413 634 449173
494 910 802392
329 485 246316
792 827 965257
68 218 413664
63 367 692141
333 764 677233
4 746 417557
7 78 696676
231 472 706092
715 957 62586
965 988 85170
175 237 812253
506 860 298251
553 989 311705
648 890 951737
192 714 646789
584 744 559089
419 540 644397
493 776 662091
751 979 212905
520 866 485611
412 543 164717
563 964 997107
446 453 465750
596 644 585783
368 705 641977
207 951 909645
448 625 941379
401 695 972737
314 866 625902
196 885 860501
281 607 465659
543 549 758536
544 947 441001
786 911 628393
651 992 208137
213 451 983657
94 369 663234
740 776 795303
298 662 969045
197 331 868073
821 845 765872
755 780 745543
950 968 421743
230 918 332308
21 324 865322
82 575 809814
234 904 836571
7 448 397437
461 497 353406
56 657 572328
840 1000 774277
274 978 236966
175 646 385084
933 996 620190
490 706 612425
362 669 377409
61 553 447748
521 625 300579
572 955 274663
335 662 136780
306 324 264097
108 591 249442
57 73 468131
26 771 744265
323 409 550425
51 844 281807
385 617 458122
464 619 706861
27 996 574045
662 950 975028
951 996 400954
198 990 66104
663 831 342750
59 528 574700
144 933 478544
299 654 542571
2 704 805673
208 673 469589
126 758 774061
14 548 268841
425 426 196282
599 920 608596
223 703 397204
155 521 409780
121 709 63178
437 747 685693
125 841 150026
737 870 697016
386 693 330775
25 162 233263
470 975 681750
81 179 966297
175 589 566269
468 763 62828
128 794 365272
94 586 925631
787 831 904576
252 747 682169
94 578 652713
128 561 774806
402 952 249179
493 540 787689
134 474 554686
197 554 903200
63 979 479072
59 90 583476
389 751 261647
587 906 428956
1 988 929948
210 845 642360
319 580 397367
468 595 876535
148 431 358203
430 808 152933
735 991 16336
916 960 745817
680 754 561472
142 970 571420
388 618 585314
296 680 638954
265 947 583753
292 949 340001
269 484 399675
101 536 532072
443 619 878449
38 458 610502
32 35 154011
138 525 867408
4 525 855507
495 686 728476
74 988 296175
767 989 952913
824 926 931599
545 873 340523
151 840 597191
484 534 417183
227 973 167114
59 230 339269
267 923 921752
260 638 614083
133 335 225511
207 574 216116
55 709 664072
243 991 927639
573 710 581239
557 839 925266
561 685 623687
268 891 320707
403 574 867787
282 504 473299
346 876 272741
235 591 758415
472 538 30715
274 465 659985
132 669 938850
487 499 768985
72 574 989746
698 705 401326
602 812 266720
46 870 88565
770 834 847348
841 933 991688
30 538 48233
86 239 464898
137 229 263648
107 723 872209
248 968 779197
19 262 99357
235 960 638868
336 723 465973
188 557 668309
159 361 640002
119 610 999744
389 577 535299
545 863 358559
314 957 315119
92 857 69187
434 881 423897
467 978 765568
605 908 778354
281 901 601363
429 486 938150
202 644 999890
337 589 526126
214 564 677507
604 818 617441
471 480 673608
147 393 11460
377 638 801151
58 713 904589
423 501 404782
64 857 649168
806 887 90408
75 632 442855
43 863 20677
398 420 512401
500 807 901097
94 328 897150
156 161 946304
86 101 938191
577 949 119058
497 933 829833
330 695 151964
179 258 576399
612 927 886980
715 828 208022
608 952 232317
44 470 886004
194 806 204252
610 919 645711
901 961 298327
105 513 686624
122 235 265980
644 793 750596
159 670 883749
347 967 831188
275 312 103573
470 527 614295
624 926 741649
448 731 459432
412 570 11380
317 407 279321
362 943 384283
427 873 849689
512 932 343141
448 505 282380
563 794 64363
188 408 835718
585 856 848758
523 762 226063
552 771 125101
702 917 151467
62 389 751342
804 870 66554
32 870 804388
301 600 828126
615 866 934654
111 724 938896
633 971 293044
93 347 754728
264 516 125855
256 916 445952
138 199 507179
238 464 803126
496 853 731559
71 605 504628
442 948 391287
93 166 934843
195 514 187982
153 610 312613
291 390 716615
645 984 920753
50 920 744654
882 889 116713
379 537 687810
238 625 464248
533 542 822214
27 417 577582
740 825 543644
67 171 79310
202 866 75117
324 603 287329
785 922 689868
324 540 649944
119 877 916491
20 996 350875
870 975 434350
145 742 330900
153 820 387850
93 500 627807
951 983 622507
145 939 552797
163 190 578269
66 966 907641
364 392 174472
21 585 587856
33 350 620478
201 325 417033
659 876 351679
243 864 821673
607 909 512143
191 324 446152
537 827 901816
176 809 770876
47 728 874242
133 777 509857
231 791 11818
652 672 922140
222 983 411857
233 854 436259
27 910 730500
171 554 751514
344 997 858147
112 590 616433
549 843 231725
395 726 113437
248 310 978653
173 250 268422
167 919 580982
29 376 282710
888 891 93466
148 875 559609
703 855 252536
258 497 371225
673 892 952178
52 159 468105
169 815 207218
570 590 493826
419 541 825793
287 301 573217
156 503 447109
189 251 933850
618 769 805101
180 227 867123
737 809 137305
448 465 551537
631 895 692586
435 844 248616
660 800 11435
249 472 858003
245 866 162041
162 955 725066
380 479 109810
808 983 163697
9 517 84002
644 826 368284
298 378 362925
109 614 683343
731 968 460796
18 892 902214
25 634 961936
275 698 484520
586 598 642443
259 745 902697
261 465 257487
382 905 568296
891 961 89760
257 973 413382
159 945 50154
53 420 100096
469 816 863567
699 821 993527
808 816 272520
16 347 593158
181 471 847807
50 650 496541
286 325 106400
19 553 764254
218 450 955427
375 525 540561
89 741 445471
272 435 356268
855 863 416686
678 795 141387
577 755 697641
71 692 244933
200 342 392430
557 635 184747
135 245 982825
28 100 983939
347 716 77757
131 339 550708
384 808 816543
249 833 296875
468 662 261261
383 543 208151
802 869 860667
787 830 486780
545 601 444798
440 789 216931
801 935 746983
403 616 129392
323 836 22188
110 613 840627
690 774 763250
57 195 714521
631 848 799635
307 943 201231
670 783 144727
81 992 412954
795 953 879981
265 279 925727
234 286 180058
413 886 605153
358 515 431492
75 151 412662
619 753 776486
585 815 427532
168 922 911955
51 831 488891
659 668 805459
255 783 335886
207 390 491004
553 702 427552
125 137 899821
869 900 25085
821 901 249830
83 414 861494
242 895 647817
120 435 323673
877 891 365057
379 556 973189
252 774 603677
674 698 477079
3 121 894699
556 994 72079
684 898 818557
365 699 78752
494 519 493424
273 479 558668
98 457 879992
881 898 561784
90 231 862327
6 905 820853
26 608 781044
186 581 556634
478 965 884586
272 971 566830
483 544 5014
801 987 828960
45 522 763554
706 845 585924
19 586 667008
365 638 6024
597 997 270543
686 780 111514
29 118 781996
192 735 113108
314 562 670795
22 840 470097
507 738 534516
127 425 396923
666 800 804575
184 459 75388
694 869 574112
83 267 349713
353 975 988494
382 561 163111
215 888 469007
557 776 910810
575 791 624086
457 524 420119
32 227 716207
91 197 984938
168 630 274985
572 901 391839
190 787 946110
788 839 179777
181 696 865929
966 1000 460772
269 540 204461
415 769 103715
256 711 521291
53 315 323894
822 937 899833
204 490 374050
276 688 347128
441 597 772611
270 648 268617
283 674 928016
610 741 309003
315 391 750854
444 518 635650
262 507 755792
98 769 83044
122 538 620501
96 434 644405
81 170 590412
38 43 322841
625 648 954800
135 450 564331
91 449 712507
318 720 424470
230 932 542813
579 614 604553
128 541 94034
114 730 475588
405 562 51611
163 644 307489
165 964 772069
285 790 697352
